,,,"Parkdale--High Park [Federal electoral district], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Labour force status","  In the labour force",,   64935,,   32170,,   32765,, 7141675,, 3689625,, 3452055,
"Labour force status","    Employed",,   60505,,   29860,,   30645,, 6612150,, 3414255,, 3197895,
"Labour force status","    Unemployed",,    4425,,    2310,,    2115,,  529525,,  275370,,  254160,
"Labour force status","  Not in the labour force",,   25685,,   10880,,   14810,, 3896765,, 1653130,, 2243630,
"Labour force status","Participation rate",, 71.7,, 74.7,, 68.9,, 64.7,, 69.1,, 60.6,
"Labour force status","Employment rate",, 66.8,, 69.4,, 64.4,, 59.9,, 63.9,, 56.1,
"Labour force status","Unemployment rate",,  6.8,,  7.2,,  6.5,,  7.4,,  7.5,,  7.4,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,   90620,,   43050,,   47570,,11038440,, 5342755,, 5695685,
"Work activity during the reference year","  Did not work",165,   24160,,   10420,,   13740,, 3696235,, 1561475,, 2134755,
"Work activity during the reference year","  Worked",,   66465,,   32635,,   33830,, 7342205,, 3781280,, 3560925,
"Work activity during the reference year","    Worked full year; full time",166,   34260,,   18180,,   16075,, 3837565,, 2148635,, 1688935,
"Work activity during the reference year","    Worked part year and/or part time",167,   32200,,   14445,,   17755,, 3504645,, 1632645,, 1871995,
"Work activity during the reference year","Average weeks worked in reference year",, 43.1,, 43.9,, 42.4,, 42.9,, 43.4,, 42.3,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,   64935,,   32170,,   32765,, 7141675,, 3689625,, 3452055,
"Class of worker","  Class of worker - not applicable",169,    1365,,     675,,     685,,  171050,,   81735,,   89315,
"Class of worker","  All classes of workers",170,   63570,,   31495,,   32080,, 6970625,, 3607890,, 3362735,
"Class of worker","    Employee",,   54285,,   26205,,   28070,, 6146035,, 3084740,, 3061295,
"Class of worker","    Self-employed",171,    9290,,    5285,,    4000,,  824595,,  523145,,  301445,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,   64930,,   32175,,   32765,, 7141675,, 3689625,, 3452050,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,    1365,,     680,,     685,,  171045,,   81735,,   89315,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,   63570,,   31495,,   32075,, 6970625,, 3607890,, 3362735,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,    8970,,    4780,,    4190,,  790880,,  483240,,  307635,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,   10130,,    3870,,    6260,, 1124770,,  357215,,  767555,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,    5340,,    3950,,    1385,,  516110,,  399195,,  116915,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,    3370,,     795,,    2575,,  447045,,   90495,,  356550,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,   10040,,    3535,,    6500,,  831340,,  265075,,  566265,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,    7150,,    3725,,    3425,,  225720,,  104445,,  121275,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,   13475,,    6410,,    7055,, 1632085,,  709375,,  922710,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,    3645,,    3425,,     215,,  927820,,  866870,,   60950,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,     365,,     240,,     125,,  113405,,   88150,,   25260,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,    1100,,     755,,     340,,  361455,,  243835,,  117620,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,   64935,,   32170,,   32765,, 7141675,, 3689625,, 3452050,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,    1365,,     675,,     690,,  171050,,   81730,,   89315,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,   63570,,   31495,,   32075,, 6970625,, 3607890,, 3362735,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,     110,,      55,,      50,,  102070,,   67005,,   35070,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,      80,,      50,,      30,,   32340,,   27920,,    4415,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,     285,,     200,,      80,,   50820,,   38195,,   12630,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,    2675,,    2395,,     275,,  476835,,  419600,,   57230,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,    2945,,    1955,,     990,,  683335,,  482800,,  200530,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,    2040,,    1225,,     815,,  270745,,  178945,,   91800,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,    5275,,    2445,,    2830,,  783540,,  367175,,  416365,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,    1995,,    1335,,     655,,  329240,,  242045,,   87190,
"Industry - North American Industry Classification System (NAICS) 2012","    51 Information and cultural industries",,    4370,,    2540,,    1830,,  176715,,  101045,,   75670,
"Industry - North American Industry Classification System (NAICS) 2012","    52 Finance and insurance",,    4345,,    2165,,    2175,,  380765,,  169590,,  211180,
"Industry - North American Industry Classification System (NAICS) 2012","    53 Real estate and rental and leasing",,    1540,,     900,,     640,,  144275,,   77385,,   66890,
"Industry - North American Industry Classification System (NAICS) 2012","    54 Professional; scientific and technical services",,    9255,,    5050,,    4210,,  567825,,  316685,,  251140,
"Industry - North American Industry Classification System (NAICS) 2012","    55 Management of companies and enterprises",,     280,,     110,,     170,,   12365,,    5290,,    7075,
"Industry - North American Industry Classification System (NAICS) 2012","    56 Administrative and support; waste management and remediation services",,    2540,,    1370,,    1170,,  338640,,  190210,,  148430,
"Industry - North American Industry Classification System (NAICS) 2012","    61 Educational services",,    6610,,    2275,,    4340,,  528470,,  163680,,  364795,
"Industry - North American Industry Classification System (NAICS) 2012","    62 Health care and social assistance",,    5755,,    1370,,    4390,,  754555,,  134270,,  620275,
"Industry - North American Industry Classification System (NAICS) 2012","    71 Arts; entertainment and recreation",,    2680,,    1360,,    1320,,  147425,,   75330,,   72095,
"Industry - North American Industry Classification System (NAICS) 2012","    72 Accommodation and food services",,    5110,,    2455,,    2650,,  478070,,  201260,,  276805,
"Industry - North American Industry Classification System (NAICS) 2012","    81 Other services (except public administration)",,    2870,,     980,,    1890,,  296960,,  133220,,  163745,
"Industry - North American Industry Classification System (NAICS) 2012","    91 Public administration",,    2825,,    1260,,    1570,,  415635,,  216250,,  199385,
"Place of work status","Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data",174,   60510,,   29860,,   30645,, 6612150,, 3414255,, 3197900,
"Place of work status","  Worked at home",,    6445,,    3300,,    3145,,  480290,,  242495,,  237795,
"Place of work status","  Worked outside Canada",,     330,,     180,,     145,,   39145,,   25995,,   13150,
"Place of work status","  No fixed workplace address",,    6075,,    3870,,    2205,,  736715,,  536140,,  200570,
"Place of work status","  Worked at usual place",,   47660,,   22505,,   25155,, 5355995,, 2609620,, 2746375,
"Commuting destination","Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data",,   47655,,   22510,,   25155,, 5356000,, 2609625,, 2746375,
"Commuting destination","  Commute within census subdivision (CSD) of residence",,   40260,,   18210,,   22055,, 3109070,, 1418260,, 1690810,
"Commuting destination","  Commute to a different census subdivision (CSD) within census division (CD) of residence",,       0,,       0,,       0,,  857565,,  419960,,  437605,
"Commuting destination","  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence",,    7260,,    4235,,    3020,, 1350375,,  749770,,  600605,
"Commuting destination","  Commute to a different province or territory",,     135,,      60,,      75,,   38990,,   21630,,   17355,
"Main mode of commuting","Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",175,   53730,,   26380,,   27355,, 6092710,, 3145765,, 2946945,
"Main mode of commuting","  Car; truck; van - as a driver",,   19285,,   11200,,    8085,, 4375215,, 2392270,, 1982945,
"Main mode of commuting","  Car; truck; van - as a passenger",,    1350,,     515,,     835,,  372480,,  151880,,  220600,
"Main mode of commuting","  Public transit",,   24515,,   10155,,   14360,,  888920,,  376690,,  512235,
"Main mode of commuting","  Walked",,    3675,,    1555,,    2125,,  320015,,  143885,,  176130,
"Main mode of commuting","  Bicycle",,    4345,,    2655,,    1690,,   75460,,   50200,,   25260,
"Main mode of commuting","  Other method",,     565,,     305,,     265,,   60620,,   30835,,   29785,
"Commuting duration","Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",176,   53735,,   26380,,   27355,, 6092715,, 3145765,, 2946950,
"Commuting duration","  Less than 15 minutes",,    4875,,    2215,,    2660,, 1463845,,  675540,,  788310,
"Commuting duration","  15 to 29 minutes",,   13090,,    6765,,    6320,, 1964690,,  991525,,  973165,
"Commuting duration","  30 to 44 minutes",,   19265,,    9610,,    9650,, 1295375,,  706155,,  589225,
"Commuting duration","  45 to 59 minutes",,   10275,,    4550,,    5725,,  612415,,  336090,,  276325,
"Commuting duration","  60 minutes and over",,    6225,,    3230,,    2995,,  756385,,  436455,,  319930,
"Time leaving for work","Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",177,   53730,,   26380,,   27355,, 6092715,, 3145765,, 2946950,
"Time leaving for work","  Between 5 a.m. and 5:59 a.m.",,    1680,,    1130,,     550,,  413515,,  296265,,  117245,
"Time leaving for work","  Between 6 a.m. and 6:59 a.m.",,    5635,,    3395,,    2235,, 1039255,,  640810,,  398445,
"Time leaving for work","  Between 7 a.m. and 7:59 a.m.",,   13670,,    6310,,    7360,, 1571230,,  778100,,  793130,
"Time leaving for work","  Between 8 a.m. and 8:59 a.m.",,   16225,,    7345,,    8885,, 1354870,,  577565,,  777310,
"Time leaving for work","  Between 9 a.m. and 11:59 a.m.",,    9040,,    4225,,    4815,,  740330,,  328410,,  411920,
"Time leaving for work","  Between 12 p.m. and 4:59 a.m.",,    7485,,    3975,,    3510,,  973515,,  524620,,  448895,
"Language used most often at work","Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data",178,   68380,,   33490,,   34890,, 7579085,, 3895880,, 3683200,
"Language used most often at work","  Single responses",,   67340,,   33065,,   34280,, 7434675,, 3828665,, 3606015,
"Language used most often at work","    Official languages",,   66665,,   32745,,   33925,, 7319360,, 3767405,, 3551955,
"Language used most often at work","      English",,   66240,,   32610,,   33630,, 7225210,, 3732550,, 3492655,
"Language used most often at work","      French",,     430,,     135,,     295,,   94145,,   34850,,   59295,
"Language used most often at work","    Non-official languages",,     680,,     320,,     355,,  115320,,   61255,,   54060,
"Language used most often at work","      Aboriginal languages",,       0,,       0,,       0,,    1485,,     765,,     715,
"Language used most often at work","        Algonquian languages",,       0,,       0,,       0,,    1420,,     745,,     675,
"Language used most often at work","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cree-Montagnais languages",,       0,,       0,,       0,,     370,,     220,,     150,
"Language used most often at work","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,      10,
"Language used most often at work","            Cree; n.o.s.",,       0,,       0,,       0,,     360,,     215,,     145,
"Language used most often at work","          Eastern Algonquian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Mi'kmaq",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,    1050,,     525,,     525,
"Language used most often at work","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Ojibway",,       0,,       0,,       0,,     495,,     235,,     265,
"Language used most often at work","            Oji-Cree",,       0,,       0,,       0,,     545,,     290,,     260,
"Language used most often at work","            Ottawa (Odawa)",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Northern Athabaskan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Dene",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Slavey-Hare languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Haida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Inuit languages",,       0,,       0,,       0,,      25,,       0,,      20,
"Language used most often at work","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuktitut",,       0,,       0,,       0,,      25,,      10,,      20,
"Language used most often at work","          Inuit languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Iroquoian languages",,       0,,       0,,       0,,      25,,      10,,      20,
"Language used most often at work","          Cayuga",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Mohawk",,       0,,       0,,       0,,      20,,      10,,      10,
"Language used most often at work","          Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Michif",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Salish languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Siouan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Dakota",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Siouan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Tsimshian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Nisga'a",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Tsimshian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,      10,,       0,
"Language used most often at work","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Aboriginal languages; n.o.s.",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","      Non-Aboriginal languages",,     675,,     320,,     355,,  113835,,   60490,,   53340,
"Language used most often at work","        Afro-Asiatic languages",,      15,,      10,,      10,,    3305,,    1995,,    1310,
"Language used most often at work","          Berber languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Kabyle",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Berber languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cushitic languages",,       0,,       0,,       0,,     125,,      45,,      80,
"Language used most often at work","            Bilen",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Oromo",,       0,,       0,,       0,,      15,,      10,,      10,
"Language used most often at work","            Somali",,       0,,       0,,       0,,     110,,      35,,      70,
"Language used most often at work","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Semitic languages",,      15,,       0,,      15,,    3175,,    1955,,    1225,
"Language used most often at work","            Amharic",,       0,,       0,,       0,,      75,,      30,,      45,
"Language used most often at work","            Arabic",,      10,,       0,,      10,,    2430,,    1605,,     825,
"Language used most often at work","            Assyrian Neo-Aramaic",,       0,,       0,,       0,,     145,,     110,,      40,
"Language used most often at work","            Chaldean Neo-Aramaic",,       0,,       0,,       0,,      35,,      20,,      15,
"Language used most often at work","            Harari",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Hebrew",,       0,,       0,,       0,,     395,,     140,,     260,
"Language used most often at work","            Maltese",,      10,,       0,,       0,,      20,,      15,,      10,
"Language used most often at work","            Tigrigna",,       0,,       0,,       0,,      60,,      30,,      25,
"Language used most often at work","            Semitic languages; n.i.e.",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","          Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Austro-Asiatic languages",,      45,,      20,,      25,,    2575,,    1065,,    1510,
"Language used most often at work","          Khmer (Cambodian)",,       0,,       0,,       0,,      95,,      50,,      50,
"Language used most often at work","          Vietnamese",,      40,,      15,,      25,,    2480,,    1015,,    1465,
"Language used most often at work","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Austronesian languages",,      10,,       0,,       0,,    1280,,     495,,     790,
"Language used most often at work","          Bikol",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cebuano",,       0,,       0,,       0,,      25,,      10,,      15,
"Language used most often at work","          Fijian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Hiligaynon",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","          Ilocano",,       0,,       0,,       0,,      40,,      20,,      20,
"Language used most often at work","          Malagasy",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Malay",,      10,,       0,,       0,,      55,,      20,,      30,
"Language used most often at work","          Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Pangasinan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Tagalog (Pilipino; Filipino)",,      10,,      10,,       0,,    1145,,     435,,     705,
"Language used most often at work","          Waray-Waray",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Austronesian languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","        Creole languages",,       0,,       0,,       0,,      60,,      35,,      30,
"Language used most often at work","          Haitian Creole",,       0,,       0,,       0,,      15,,       0,,       0,
"Language used most often at work","          Creole; n.o.s.",,       0,,       0,,       0,,      50,,      25,,      20,
"Language used most often at work","          Creole languages; n.i.e.",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","        Dravidian languages",,       0,,       0,,       0,,    1980,,     945,,    1035,
"Language used most often at work","          Kannada",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Malayalam",,       0,,       0,,       0,,      75,,      45,,      30,
"Language used most often at work","          Tamil",,       0,,       0,,       0,,    1870,,     900,,     975,
"Language used most often at work","          Telugu",,       0,,       0,,       0,,      35,,      10,,      20,
"Language used most often at work","          Dravidian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Hmong-Mien languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Indo-European languages",,     425,,     210,,     220,,   38960,,   21375,,   17580,
"Language used most often at work","          Albanian",,       0,,      10,,       0,,     275,,     170,,     105,
"Language used most often at work","          Armenian",,       0,,       0,,       0,,     145,,      75,,      75,
"Language used most often at work","          Balto-Slavic languages",,     185,,      85,,      95,,    6655,,    3165,,    3495,
"Language used most often at work","            Baltic languages",,       0,,       0,,       0,,      70,,      25,,      40,
"Language used most often at work","              Latvian",,       0,,       0,,       0,,      20,,      10,,      10,
"Language used most often at work","              Lithuanian",,       0,,       0,,       0,,      45,,      20,,      25,
"Language used most often at work","            Slavic languages",,     185,,      85,,     100,,    6595,,    3135,,    3455,
"Language used most often at work","              Belarusan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Bosnian",,       0,,       0,,       0,,     100,,      55,,      40,
"Language used most often at work","              Bulgarian",,       0,,       0,,       0,,     120,,      85,,      40,
"Language used most often at work","              Croatian",,      10,,      10,,       0,,     155,,     100,,      50,
"Language used most often at work","              Czech",,       0,,       0,,      10,,      25,,      20,,      10,
"Language used most often at work","              Macedonian",,       0,,       0,,       0,,      85,,      35,,      45,
"Language used most often at work","              Polish",,      80,,      50,,      30,,    1925,,     960,,     960,
"Language used most often at work","              Russian",,      35,,      10,,      30,,    2905,,    1240,,    1670,
"Language used most often at work","              Serbian",,      15,,      10,,       0,,     390,,     240,,     145,
"Language used most often at work","              Serbo-Croatian",,       0,,       0,,       0,,      20,,      10,,      10,
"Language used most often at work","              Slovak",,       0,,       0,,       0,,      55,,      40,,      20,
"Language used most often at work","              Slovene (Slovenian)",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","              Ukrainian",,      35,,      10,,      25,,     780,,     320,,     460,
"Language used most often at work","              Slavic languages; n.i.e.",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","          Celtic languages",,       0,,       0,,       0,,      15,,      10,,      10,
"Language used most often at work","            Scottish Gaelic",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","            Welsh",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Celtic languages; n.i.e.",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","          Germanic languages",,      15,,       0,,      10,,    6905,,    3655,,    3250,
"Language used most often at work","            Afrikaans",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Danish",,       0,,       0,,       0,,      30,,      15,,      20,
"Language used most often at work","            Dutch",,       0,,       0,,       0,,     790,,     425,,     365,
"Language used most often at work","            Frisian",,       0,,       0,,       0,,      25,,      20,,      10,
"Language used most often at work","            German",,      10,,       0,,       0,,    5690,,    3005,,    2690,
"Language used most often at work","            Icelandic",,       0,,       0,,       0,,       0,,      10,,       0,
"Language used most often at work","            Norwegian",,       0,,       0,,       0,,      30,,      10,,      20,
"Language used most often at work","            Swedish",,      10,,       0,,       0,,      55,,      15,,      35,
"Language used most often at work","            Vlaams (Flemish)",,       0,,       0,,       0,,      10,,      10,,      10,
"Language used most often at work","            Yiddish",,       0,,       0,,       0,,      20,,       0,,      20,
"Language used most often at work","            Germanic languages; n.i.e.",,       0,,       0,,       0,,     240,,     155,,      80,
"Language used most often at work","          Greek",,       0,,       0,,       0,,     405,,     240,,     165,
"Language used most often at work","          Indo-Iranian languages",,      30,,      10,,      20,,   11880,,    6560,,    5315,
"Language used most often at work","            Indo-Aryan languages",,      30,,      10,,      20,,    9205,,    4900,,    4310,
"Language used most often at work","              Bengali",,       0,,       0,,      10,,     335,,     160,,     170,
"Language used most often at work","              Gujarati",,       0,,       0,,       0,,     730,,     255,,     475,
"Language used most often at work","              Hindi",,       0,,       0,,       0,,     800,,     380,,     415,
"Language used most often at work","              Kashmiri",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Konkani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Marathi",,       0,,       0,,       0,,      30,,      10,,      20,
"Language used most often at work","              Nepali",,      10,,       0,,      10,,      80,,      30,,      50,
"Language used most often at work","              Oriya (Odia)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Punjabi (Panjabi)",,      10,,      10,,       0,,    6025,,    3480,,    2550,
"Language used most often at work","              Sindhi",,       0,,       0,,       0,,      20,,      10,,      15,
"Language used most often at work","              Sinhala (Sinhalese)",,       0,,       0,,       0,,      30,,      15,,      10,
"Language used most often at work","              Urdu",,      10,,       0,,       0,,    1150,,     555,,     600,
"Language used most often at work","            Iranian languages",,       0,,       0,,       0,,    2660,,    1655,,    1005,
"Language used most often at work","              Kurdish",,       0,,       0,,       0,,     105,,      95,,      15,
"Language used most often at work","              Pashto",,       0,,       0,,       0,,      20,,      10,,      15,
"Language used most often at work","              Persian (Farsi)",,       0,,       0,,       0,,    2530,,    1555,,     975,
